Student_ID,Age,Gender,Department,Semester,CGPA,Academic_Score,Attendance_Percentage,Communication_Skill,Programming_Skill,Problem_Solving,Aptitude_Score,Logical_Reasoning,Technical_Test_Score,Coding_Assessment,Industry_Skill,Internship_Count,Internship_Performance,Projects_Completed,Mini_Projects,Major_Project_Score,Certifications,Hackathon_Participation,Workshops_Attended,Technical_Events,Soft_Skill_Rating,Resume_Score,Interview_Score,Skill_Gap,Employability_Percentage,Placement_Package_LPA,Employment_Status
S412,20,Male,AI&DS,7,7.09,76,87,70,87,77,48,91,66,84,88,4,71,8,5,84,3,6,1,9,85,66,63,12,83.75,7.11,Employed
S138,20,Male,AI&DS,2,7.08,95,66,86,35,41,64,68,88,56,87,3,96,7,3,84,6,1,7,9,81,88,63,8,86.25,9.63,Employed
S110,21,Female,CSE,4,6.43,93,64,76,48,58,63,60,60,93,49,2,82,8,5,90,5,6,9,6,77,47,79,44,69.55,3.7,Not Employed
S411,19,Female,EEE,5,7.07,51,77,98,98,82,99,56,44,35,54,1,60,3,4,78,7,1,1,9,67,86,70,3,75.0,5.43,Employed
S786,19,Female,CSE,3,6.4,47,89,44,90,75,83,40,35,96,67,0,96,5,5,95,5,4,3,10,49,91,94,20,68.45,3.83,Not Employed
S754,20,Male,EEE,7,6.01,72,62,71,66,57,71,58,63,77,83,2,46,8,5,92,10,6,2,4,80,42,88,11,83.5,7.11,Employed
S247,22,Female,ECE,6,9.82,96,78,58,56,39,84,99,73,68,42,3,77,3,5,53,10,4,12,9,41,58,97,54,69.3,3.17,Not Employed
S436,23,Male,IT,5,7.67,50,82,85,72,94,87,91,98,90,100,3,99,4,3,61,3,4,6,1,77,90,74,50,77.55,5.5,Employed
S996,20,Female,IT,7,9.91,55,70,78,82,54,47,71,98,41,75,3,64,1,2,76,1,6,2,4,74,67,38,20,66.0,3.9,Not Employed
S817,20,Female,AI&DS,4,7.61,52,77,98,42,40,99,88,80,54,91,4,44,1,3,70,10,8,10,0,42,41,54,39,72.45,3.97,Employed
S513,20,Male,ECE,6,9.54,97,87,78,85,44,62,71,38,63,57,1,63,6,3,82,0,6,1,10,54,48,98,40,69.75,3.38,Not Employed
S514,19,Female,ECE,2,7.03,86,71,67,54,71,59,64,96,39,68,3,51,3,4,93,8,1,7,1,62,83,47,18,73.9,4.31,Employed
S692,18,Female,IT,7,5.93,77,86,89,36,36,98,51,61,38,38,4,46,6,4,57,8,2,9,8,99,40,66,39,69.0,4.38,Not Employed
S705,24,Female,CSE,8,7.34,56,100,73,60,91,81,66,53,41,82,1,80,5,3,51,7,7,7,9,58,65,55,26,67.65,3.12,Not Employed
S120,23,Male,Mechanical,3,9.64,84,88,95,62,46,97,46,52,50,84,2,67,6,2,,4,1,3,8,78,78,71,0,87.0,15.79,Employed
S701,19,Male,IT,4,7.84,59,80,82,81,66,97,100,52,37,71,0,97,6,4,92,1,2,11,9,79,67,78,12,72.65,3.06,Employed
S457,22,Female,Mechanical,6,9.39,52,97,83,100,41,84,53,53,98,52,1,97,3,3,90,4,0,12,7,79,84,60,0,74.2,3.23,Employed
S450,18,Female,Mechanical,6,7.54,92,82,74,67,97,56,63,93,36,80,2,85,6,5,99,10,7,1,4,83,73,37,12,80.65,5.44,Employed
S837,21,Male,EEE,4,9.75,61,83,75,73,59,56,84,76,85,84,1,45,2,2,84,8,5,0,3,58,96,58,23,72.85,3.38,Employed
S081,23,Male,Mechanical,3,7.83,80,80,82,96,83,60,51,93,78,80,2,79,8,2,65,4,8,4,3,100,59,71,0,88.4,15.05,Employed
S511,21,Male,AI&DS,3,9.65,83,93,52,52,51,82,61,41,46,74,1,91,6,4,75,2,7,0,10,49,52,57,9,68.8,3.6,Not Employed
S964,22,Female,Mechanical,1,7.24,93,73,76,88,61,59,83,56,100,99,3,65,1,6,70,10,5,0,10,80,59,52,6,89.45,9.39,Employed
S465,22,Male,AI&DS,5,5.95,76,74,43,77,37,54,92,72,67,84,2,44,3,3,54,8,3,8,9,72,59,86,8,78.4,6.86,Employed
S191,18,Female,EEE,5,8.62,69,96,70,66,78,89,69,93,38,96,0,56,2,4,90,3,3,12,5,66,62,36,27,69.15,4.4,Not Employed
S265,18,Female,CSE,1,9.96,91,92,42,89,85,70,91,47,92,98,1,45,1,6,96,6,3,2,5,58,55,46,7,78.7,5.05,Employed
S307,22,Male,ECE,2,6.61,76,66,96,77,38,58,83,50,85,82,4,99,2,3,59,0,1,7,10,70,69,69,6,81.1,6.78,Employed
S399,22,Male,AI&DS,3,6.53,53,85,42,70,59,99,49,89,37,60,0,95,1,4,76,8,4,11,10,54,54,78,7,66.3,3.85,Not Employed
S347,24,Female,Mechanical,3,9.74,96,99,96,90,43,47,49,51,59,59,4,64,6,3,88,6,3,0,9,77,52,72,37,78.05,7.37,Employed
S353,21,Male,IT,3,8.1,53,79,100,36,98,91,82,80,78,63,3,67,7,6,84,4,5,9,0,76,90,39,10,74.0,4.84,Employed
S405,19,Male,EEE,2,5.51,67,100,78,82,76,45,100,68,52,87,4,58,6,1,90,0,5,3,4,51,56,37,20,71.35,4.07,Employed
S632,24,Male,CSE,2,6.75,80,94,57,51,47,99,87,89,61,40,4,43,1,1,71,9,4,4,6,55,54,63,40,66.95,4.24,Not Employed
S146,21,Male,AI&DS,8,6.45,97,86,87,97,82,92,43,100,55,43,2,85,7,2,99,8,0,2,3,96,93,60,54,78.5,7.51,Employed
S484,20,Male,AI&DS,5,6.13,58,95,93,100,56,41,78,40,59,35,3,93,1,3,63,4,6,11,7,73,48,93,23,64.7,0.0,Not Employed
S621,23,Male,EEE,8,5.81,56,89,57,84,41,56,77,50,97,57,3,58,3,1,68,9,5,6,1,83,49,44,1,70.95,3.4,Employed
S431,22,Female,AI&DS,7,6.37,86,85,93,41,89,48,100,84,57,86,2,73,3,4,64,1,2,8,1,80,76,85,0,80.95,7.53,Employed
S373,24,Male,AI&DS,4,5.77,56,72,56,87,91,80,98,48,56,45,2,45,7,1,67,1,5,0,9,55,70,97,11,68.45,4.35,Not Employed
S266,23,Female,AI&DS,8,9.36,92,97,41,93,94,89,48,86,58,82,3,85,1,6,54,6,5,8,,58,67,69,10,83.45,7.09,Employed
S839,22,Male,CSE,6,8.7,54,96,95,70,83,88,77,41,54,46,3,68,5,1,79,4,3,0,4,53,,75,8,72.25,3.12,Employed
S312,19,Female,CSE,2,7.37,90,79,60,93,92,79,91,68,78,58,1,51,2,6,88,4,1,6,8,41,40,85,32,70.75,3.23,Employed
S953,24,Female,Mechanical,1,5.58,59,99,44,41,45,76,54,66,82,60,4,79,3,2,60,4,7,1,1,100,77,63,1,71.75,3.76,Employed
S272,18,Female,EEE,3,7.48,68,71,53,39,75,62,49,82,92,55,4,59,2,1,75,7,2,7,5,49,40,99,13,70.95,3.66,Employed
S638,20,Male,AI&DS,7,6.9,78,64,54,46,41,76,81,57,71,95,3,97,3,2,51,3,1,1,1,57,92,57,17,75.85,6.6,Employed
S804,23,Male,Mechanical,3,9.66,100,93,87,49,43,66,63,60,36,51,0,48,1,6,63,0,4,11,2,54,94,51,49,58.4,0.0,Not Employed
S255,24,Male,EEE,4,5.51,89,90,47,80,77,83,59,86,42,46,2,74,6,1,79,4,3,2,8,42,64,59,43,65.0,3.6,Not Employed
S113,18,Male,AI&DS,5,5.65,59,94,58,56,93,76,87,98,100,49,4,47,5,5,73,8,0,12,7,74,53,89,10,76.25,5.31,Employed
S784,21,Male,AI&DS,3,6.75,100,90,51,99,55,98,75,76,70,35,0,45,8,5,91,8,2,2,4,85,68,65,65,68.25,3.18,Not Employed
S381,23,Female,Mechanical,4,7.73,90,84,43,77,54,92,85,61,63,41,1,94,8,6,75,4,2,0,8,65,61,89,49,66.5,4.36,Not Employed
S542,22,Male,EEE,2,7.89,96,92,94,46,94,79,81,59,44,90,2,69,8,6,59,10,5,1,2,81,76,78,6,90.7,12.54,Employed
S605,18,Male,AI&DS,2,7.85,90,75,45,81,80,61,45,87,78,43,3,65,1,5,76,10,6,11,2,75,92,46,47,67.1,4.63,Not Employed
S470,23,Female,AI&DS,8,8.71,68,95,58,66,69,60,84,99,48,41,2,97,7,6,89,7,4,1,3,98,48,64,27,65.85,3.61,Not Employed
S222,20,Male,ECE,3,8.45,81,70,60,43,50,51,60,53,38,75,3,66,5,4,97,10,4,2,3,46,48,58,6,72.45,3.05,Employed
S185,23,Male,EEE,1,,94,87,73,88,82,95,42,89,64,96,3,62,2,4,58,4,7,12,3,98,94,45,2,92.45,10.83,Employed
S107,24,Female,Mechanical,2,5.99,60,82,50,40,86,88,61,90,48,36,0,56,4,5,97,8,8,9,9,54,68,82,24,59.4,0.0,Not Employed
S329,21,Female,EEE,1,9.81,73,77,81,46,56,85,41,74,50,45,1,79,1,5,83,3,7,8,0,47,82,58,28,61.15,0.0,Not Employed
S622,21,Male,CSE,7,8.99,96,71,89,83,40,59,51,63,78,98,1,85,8,6,57,,2,2,2,87,100,38,2,87.7,12.38,Employed
S546,19,Male,ECE,6,8.87,65,86,52,61,46,91,72,81,96,67,4,47,8,1,50,6,6,6,1,62,63,74,2,81.9,7.51,Employed
S688,24,Male,IT,7,6.46,64,76,45,94,40,92,64,72,84,55,2,100,6,3,52,2,6,12,3,86,83,,9,76.55,6.02,Employed
S670,20,Female,ECE,5,7.5,57,100,49,61,84,62,52,66,97,97,2,67,1,3,50,6,7,2,0,90,96,42,40,68.15,4.5,Not Employed
S029,23,Female,IT,8,6.72,61,74,47,59,75,47,87,58,59,62,3,57,5,1,62,4,3,5,2,59,40,51,1,64.6,0.0,Not Employed
S374,18,Male,CSE,5,8.88,45,97,90,40,47,53,73,35,83,69,3,70,6,5,77,5,5,10,5,60,92,65,24,66.3,4.88,Not Employed
S575,24,Female,Mechanical,3,7.79,88,62,98,62,47,69,100,58,63,75,0,85,4,4,63,9,0,0,6,53,97,49,13,77.85,7.77,Employed
S276,22,Female,CSE,1,7.34,62,86,51,94,52,52,51,83,72,97,0,92,5,5,69,7,8,11,7,54,41,35,35,66.5,3.31,Not Employed
S248,22,Male,IT,5,6.1,62,77,94,67,36,87,47,57,54,92,2,91,3,3,100,3,7,2,8,95,42,78,30,75.8,7.95,Employed
S445,21,Female,EEE,4,9.01,57,64,57,89,56,83,59,48,53,94,0,87,2,2,51,7,2,4,0,70,82,92,37,72.05,3.7,Employed
S965,18,Female,CSE,5,8.42,80,87,88,44,86,83,86,91,38,87,3,53,3,1,98,1,6,12,2,76,99,36,7,78.8,6.42,Employed
S468,23,Male,EEE,8,5.73,94,84,84,51,90,84,67,52,49,91,0,97,6,3,62,5,6,0,3,54,45,36,3,77.4,5.68,Employed
S838,21,Male,Mechanical,3,5.65,60,72,59,93,72,51,56,87,61,48,0,59,4,6,78,9,6,8,10,91,82,85,12,70.55,4.56,Employed
S486,18,Female,CSE,7,5.95,90,93,60,59,39,100,80,36,66,52,4,64,4,6,62,4,7,2,7,92,51,98,38,74.75,3.57,Employed
S052,21,Male,CSE,6,9.3,68,67,88,70,63,91,67,38,69,38,1,57,5,3,72,0,2,2,9,82,65,43,30,61.1,0.0,Not Employed
S867,18,Male,AI&DS,1,8.56,91,84,88,86,48,77,96,80,61,37,2,64,5,1,85,4,3,7,8,82,94,72,54,70.45,3.86,Employed
S735,19,Female,IT,4,5.76,97,72,98,35,88,70,45,61,98,46,4,47,3,4,53,10,2,11,2,47,53,55,51,69.65,3.24,Not Employed
S716,19,Female,EEE,4,7.72,92,62,90,75,35,65,81,58,65,82,0,84,5,1,92,5,6,6,9,61,83,93,10,83.45,6.71,Employed
S264,22,Male,Mechanical,3,8.1,80,74,45,87,97,95,53,95,94,70,0,86,7,6,65,3,5,6,9,54,97,54,10,78.1,7.74,Employed
S944,18,Male,EEE,1,7.5,66,98,65,75,52,100,43,50,53,66,3,65,4,1,80,7,4,9,5,57,50,43,0,75.2,7.72,Employed
S133,23,Male,Mechanical,1,9.95,95,82,70,97,79,98,76,99,76,84,2,51,1,3,88,3,0,12,4,43,91,95,11,90.05,13.29,Employed
S363,19,Male,Mechanical,5,8.42,68,62,44,62,87,59,89,98,48,56,2,46,6,6,94,6,2,5,2,80,88,75,12,71.1,4.96,Employed
S024,21,Female,IT,7,6.75,98,86,56,45,95,41,87,41,79,63,0,89,1,1,65,3,0,9,2,55,48,,35,62.05,0.0,Not Employed
S044,20,Male,IT,8,9.85,63,81,91,49,94,44,49,63,85,81,0,90,7,1,66,8,1,7,5,83,87,68,18,73.8,4.17,Employed
S048,18,Male,AI&DS,1,7.11,95,75,77,76,37,51,56,41,51,88,4,47,2,4,78,5,8,9,1,68,72,63,7,83.0,7.84,Employed
S189,22,Male,AI&DS,8,7.48,57,93,58,59,39,90,78,100,64,56,0,63,4,6,50,2,1,4,6,62,82,85,1,70.0,3.81,Employed
S494,21,Female,IT,2,7.54,81,61,65,64,92,63,70,48,74,77,1,91,2,1,85,2,3,7,9,55,45,53,4,69.9,3.81,Not Employed
S439,21,Female,EEE,4,7.87,51,95,57,44,88,83,88,90,75,75,1,52,1,4,81,0,4,6,1,47,68,56,24,60.4,0.0,Not Employed
S498,23,Male,AI&DS,8,5.54,71,71,49,95,43,40,59,59,60,47,4,69,6,1,53,9,7,9,2,44,62,63,24,68.25,3.69,Not Employed
S664,19,Female,IT,7,9.92,78,83,44,98,74,87,59,87,37,38,2,60,3,6,55,2,8,9,9,94,46,81,40,64.9,0.0,Not Employed
S314,19,Male,ECE,4,5.89,94,89,49,95,89,41,47,56,54,91,3,70,1,4,87,3,3,4,9,93,93,85,3,84.7,5.15,Employed
S724,24,Female,IT,1,6.11,99,60,96,40,40,49,91,74,82,64,4,81,4,1,65,2,1,12,5,95,60,43,35,72.95,3.42,Employed
S607,22,Female,ECE,1,8.51,89,86,75,43,40,52,77,39,61,64,4,71,1,3,94,1,5,8,2,65,53,54,25,65.9,4.07,Not Employed
S523,19,Male,CSE,5,6.3,55,85,75,87,80,88,53,88,70,75,2,80,2,6,93,10,5,8,8,74,65,63,20,77.15,7.58,Employed
S768,19,Female,AI&DS,2,8.52,89,74,72,76,67,63,91,69,41,39,3,56,5,6,73,4,7,5,2,95,52,44,50,62.95,,Not Employed
S478,23,Female,AI&DS,7,9.24,47,69,64,45,44,99,54,99,88,50,4,91,1,5,80,10,8,8,7,60,57,59,3,72.2,4.67,Employed
S013,22,Female,AI&DS,6,9.46,60,83,58,55,91,93,74,73,,73,0,100,3,3,57,1,8,2,4,58,78,61,13,64.95,0.0,Not Employed
S615,21,Male,EEE,5,9.48,66,82,81,94,92,88,74,56,40,78,4,98,3,5,71,8,2,12,9,48,92,61,12,82.1,7.47,Employed
S390,24,Male,AI&DS,5,8.15,96,91,46,79,71,75,57,47,41,56,2,100,7,2,72,10,8,8,9,96,94,86,40,76.4,6.43,Employed
S756,22,Male,CSE,4,6.7,70,94,84,99,64,79,42,90,52,68,3,70,,5,78,9,1,6,0,79,93,43,2,83.9,5.27,Employed
S252,23,Male,Mechanical,2,5.89,83,68,64,58,49,84,51,67,72,94,0,80,8,3,99,6,5,4,2,89,44,70,11,81.4,7.33,Employed
S491,19,Female,Mechanical,4,6.81,55,83,61,87,62,75,86,66,36,39,0,88,2,5,75,7,0,2,4,59,41,64,16,58.9,0.0,Not Employed
S719,24,Male,EEE,7,7.16,46,91,73,68,84,100,94,76,37,76,3,89,5,3,64,0,3,4,10,79,47,100,30,71.45,4.65,Employed
S900,20,Male,Mechanical,3,6.72,67,82,77,79,49,64,42,51,48,48,4,82,2,3,84,9,1,2,6,74,96,86,19,74.75,4.99,Employed
S089,22,Female,ECE,1,8.01,88,79,86,37,85,56,92,35,62,44,0,67,6,6,54,8,0,1,7,42,58,87,44,61.05,0.0,Not Employed
S697,18,Female,Mechanical,8,7.41,80,69,79,61,68,58,87,40,49,65,2,97,1,5,78,3,5,4,3,70,95,52,15,68.7,3.81,Not Employed
S684,24,Female,EEE,1,6.91,75,62,72,90,94,41,42,41,35,68,1,64,6,6,71,1,5,11,8,57,73,54,7,68.2,3.81,Not Employed
S693,20,Female,Mechanical,8,6.69,63,98,47,88,35,96,79,62,85,82,4,90,6,2,53,1,4,9,1,91,47,71,19,79.15,5.33,Employed
S960,18,Male,ECE,2,6.68,72,63,59,97,87,87,46,72,63,93,4,98,5,3,63,7,0,6,6,45,74,92,21,87.0,16.43,Employed
S551,20,Male,Mechanical,5,6.98,74,97,73,69,51,60,67,82,53,39,3,80,1,2,61,0,2,10,0,93,90,65,35,63.2,0.0,Not Employed
S901,23,Female,Mechanical,7,6.65,80,87,90,100,88,48,53,94,83,42,0,72,5,3,79,4,0,8,3,68,92,46,38,66.55,4.95,Not Employed
S010,20,Female,AI&DS,2,7.49,100,95,46,41,36,45,99,65,56,87,3,70,4,4,53,2,6,0,6,56,99,93,13,78.6,5.86,Employed
S426,21,Female,Mechanical,7,9.2,80,98,52,44,53,60,82,75,36,54,3,99,3,4,70,1,6,4,8,86,40,92,26,64.75,0.0,Not Employed
S228,20,Female,IT,3,6.03,53,72,40,67,36,69,71,98,35,98,1,53,8,4,76,7,1,9,9,40,55,70,45,66.2,4.24,Not Employed
S421,20,Male,CSE,5,8.09,67,65,44,57,93,56,70,67,91,52,0,76,8,1,73,4,6,6,9,98,83,51,15,64.55,0.0,Not Employed
S653,18,Male,AI&DS,2,9.99,53,69,86,44,71,89,61,75,65,96,3,66,2,6,92,10,8,11,9,59,99,61,43,74.6,4.79,Employed
S799,19,Male,CSE,7,7.27,59,68,79,35,71,97,83,77,93,77,4,75,8,3,86,2,1,2,9,87,77,89,18,81.3,5.94,Employed
S742,20,Male,IT,8,8.16,94,82,63,71,89,93,51,66,67,96,0,48,5,4,77,0,1,0,8,43,89,50,2,81.05,7.39,Employed
S125,21,Female,CSE,8,9.37,55,83,50,67,48,97,76,49,64,100,0,42,1,2,52,7,5,6,2,51,99,39,45,64.45,0.0,Not Employed
S536,18,Male,AI&DS,5,7.76,65,93,70,48,73,99,79,61,54,76,1,52,7,2,60,9,2,5,8,70,81,88,11,79.3,7.34,Employed
S397,21,Female,CSE,7,7.7,76,68,60,86,99,86,99,84,51,49,0,90,1,2,59,5,8,0,10,55,43,78,27,65.25,3.86,Not Employed
S689,23,Male,IT,4,9.82,91,61,82,45,95,64,59,87,70,72,4,76,1,2,96,1,5,3,8,84,72,57,19,76.25,7.49,Employed
S771,19,Female,CSE,1,9.36,100,100,87,48,100,44,85,85,91,95,4,58,2,4,72,2,4,4,4,98,82,81,5,89.8,10.62,Employed
S079,22,Female,AI&DS,7,9.96,92,79,77,78,99,93,72,97,73,95,0,63,6,6,57,6,4,12,10,41,78,95,3,91.55,10.66,Employed
S990,19,Male,Mechanical,2,6.0,86,85,42,72,93,91,83,55,53,37,2,54,8,6,50,7,7,4,5,85,57,72,49,65.5,3.96,Not Employed
S888,19,Male,IT,3,7.69,58,87,48,100,48,56,80,68,69,93,0,73,4,5,70,3,0,9,6,76,91,40,35,66.3,3.84,Not Employed
S941,22,Male,Mechanical,2,8.04,98,70,78,40,56,51,89,44,82,73,1,79,1,3,66,8,0,9,3,51,97,55,25,71.3,3.7,Employed
S758,20,Male,AI&DS,6,9.58,62,79,71,53,68,47,79,47,89,75,0,95,4,6,68,4,0,12,9,66,65,43,13,63.55,0.0,Not Employed
S980,23,Male,IT,1,6.98,90,69,43,58,64,61,93,64,38,97,3,67,2,5,66,8,6,2,9,100,92,39,7,80.3,6.95,Employed
S790,20,Male,IT,7,6.22,81,71,86,36,39,74,99,77,76,48,0,71,5,6,51,10,1,3,1,100,45,47,33,65.9,3.93,Not Employed
S382,20,Female,ECE,2,7.88,63,78,84,59,85,46,48,76,41,73,3,81,3,5,58,7,7,4,2,53,53,60,10,70.75,4.47,Employed
S178,22,Male,IT,3,9.51,57,76,86,44,44,97,41,99,38,86,4,53,1,5,66,8,8,7,10,89,49,81,29,77.85,6.18,Employed
S242,23,Male,CSE,4,9.18,82,100,91,35,53,82,49,92,72,84,4,76,8,2,63,10,5,4,9,90,98,73,2,93.5,17.19,Employed
S816,24,Female,Mechanical,3,7.45,77,89,56,69,98,43,47,98,59,55,0,84,7,3,97,2,3,7,7,68,48,90,22,65.95,3.8,Not Employed
S371,24,Male,Mechanical,7,7.29,82,65,73,59,89,50,93,89,67,73,4,74,7,5,69,6,1,1,10,76,89,79,9,83.85,7.44,Employed
S174,23,Male,Mechanical,1,8.65,49,82,99,99,48,58,90,73,46,71,3,64,7,6,51,7,2,8,3,48,87,85,22,77.9,7.39,Employed
S561,23,,IT,4,6.74,95,63,60,93,68,89,90,55,61,76,3,88,6,2,81,1,5,5,9,74,87,64,19,82.85,5.95,Employed
S674,24,Female,EEE,4,8.33,87,98,76,80,47,64,70,60,66,76,0,94,6,3,80,3,8,5,7,54,67,37,11,72.95,4.38,Employed
S549,20,Male,ECE,1,8.81,54,86,42,83,56,50,46,36,79,63,0,66,2,1,80,7,6,8,7,48,94,35,9,59.95,0.0,Not Employed
S241,20,Male,AI&DS,2,8.83,90,96,93,97,49,77,78,94,76,47,3,51,5,4,54,9,1,10,9,89,92,83,43,82.85,5.98,Employed
S982,18,Female,AI&DS,5,7.71,52,70,60,63,44,82,52,96,75,86,0,40,1,4,81,7,3,10,2,44,71,79,34,67.5,3.12,Not Employed
S003,23,Male,CSE,4,8.98,50,74,95,47,83,57,69,81,55,82,2,53,5,6,93,10,1,9,10,50,74,66,32,70.0,3.33,Employed
S153,21,Male,IT,3,9.01,76,81,80,57,75,80,43,35,92,70,1,88,3,5,98,2,7,12,1,48,79,90,6,75.4,6.9,Employed
S164,24,Male,CSE,6,7.1,85,78,75,82,48,42,97,56,98,52,3,46,5,5,62,3,1,6,3,69,92,59,33,70.85,4.43,Employed
S915,21,Male,EEE,5,7.75,75,79,49,51,65,60,95,69,61,74,0,59,7,6,98,6,8,2,1,49,45,78,1,71.1,4.58,Employed
S559,18,Male,CSE,8,6.59,76,74,77,90,69,46,89,97,83,83,0,78,2,5,100,10,1,9,1,47,88,65,7,79.95,6.08,Employed
S857,21,Male,CSE,1,6.95,47,80,91,57,69,55,96,65,35,80,4,84,3,4,89,2,0,0,7,65,74,90,33,68.55,3.33,Not Employed
S062,19,Female,Mechanical,8,7.58,63,84,72,88,55,92,52,52,67,41,3,95,6,5,56,8,1,4,1,88,50,69,22,72.85,3.9,Employed
S385,22,Female,IT,2,9.07,56,84,70,90,73,76,48,47,76,43,4,51,7,6,51,6,8,8,8,71,44,50,13,70.2,4.51,Employed
S288,19,Female,ECE,3,6.91,69,91,88,49,97,82,75,95,95,55,4,43,7,3,81,9,6,9,10,62,89,71,14,82.05,5.96,Employed
S251,,Male,IT,1,8.53,98,64,40,87,47,73,46,92,79,63,2,56,4,1,51,9,1,0,9,82,97,62,35,78.4,7.85,Employed
S868,22,Male,EEE,8,9.61,46,67,73,95,55,66,96,39,38,49,1,67,6,6,57,0,3,4,4,59,100,67,3,64.8,0.0,Not Employed
S103,21,Male,CSE,2,7.09,50,98,78,76,84,40,58,87,84,45,4,97,4,5,83,2,6,2,2,57,59,69,5,67.65,3.99,Not Employed
S040,19,Female,AI&DS,2,7.45,51,100,85,47,91,50,84,73,38,40,2,90,1,3,72,5,6,2,3,73,66,58,11,58.5,0.0,Not Employed
S769,18,Male,AI&DS,3,9.71,73,78,89,97,45,68,68,85,61,66,2,81,3,4,60,0,3,8,8,64,83,56,7,76.55,7.46,Employed
S050,22,Female,CSE,2,9.34,86,95,86,62,90,68,96,64,87,78,3,65,7,6,56,5,6,5,10,56,63,54,8,82.2,7.06,Employed
S074,20,Male,EEE,3,8.16,82,69,50,78,40,92,95,38,45,40,4,56,4,5,76,9,0,7,10,74,58,73,42,68.55,3.97,Not Employed
S177,20,Male,EEE,6,9.13,72,70,40,75,66,90,54,90,70,81,1,83,6,4,79,7,5,12,4,71,75,48,9,77.4,5.53,Employed
S458,18,Male,EEE,2,7.84,60,73,46,95,38,93,72,91,85,42,0,59,7,4,61,3,8,4,9,83,68,50,18,66.55,3.86,Not Employed
S136,24,Male,EEE,6,9.82,68,85,77,47,78,59,60,52,55,90,3,81,6,2,95,8,5,3,10,77,92,57,22,76.5,6.14,Employed
S681,22,Male,IT,2,6.67,66,95,48,57,40,67,71,61,52,63,0,73,3,5,78,1,6,11,10,74,45,76,3,63.6,0.0,Not Employed
S563,22,Female,EEE,3,7.29,89,64,52,46,46,85,78,86,68,53,2,74,6,4,58,6,1,11,4,79,76,45,36,68.45,3.65,Not Employed
S851,19,Female,IT,7,6.55,60,89,82,54,87,51,92,72,58,40,3,64,2,3,92,4,8,0,10,82,75,78,20,64.35,0.0,Not Employed
S924,24,Female,IT,7,8.5,46,84,91,91,80,44,67,50,66,81,1,45,6,1,97,1,6,4,2,64,44,35,35,60.7,0.0,Not Employed
S975,24,Female,Mechanical,1,9.87,100,85,92,69,100,74,49,50,80,92,3,55,6,3,95,6,6,2,3,48,54,89,8,91.3,8.38,Employed
S046,20,Female,EEE,3,9.48,86,66,93,97,87,100,100,70,39,82,1,68,8,2,73,1,5,8,10,62,43,85,4,87.0,10.76,Employed
S099,19,Female,Mechanical,2,8.44,99,62,45,86,83,64,75,95,42,36,1,45,8,4,91,5,1,8,0,54,53,95,63,63.6,0.0,Not Employed
S518,19,Male,Mechanical,8,7.44,62,82,69,66,93,42,44,76,82,39,1,78,2,4,82,1,5,10,4,67,65,37,23,54.5,0.0,Not Employed
S555,20,Male,ECE,5,7.25,78,86,97,95,94,60,48,73,35,44,2,85,5,2,96,9,1,0,6,48,49,96,34,72.65,4.64,Employed
S435,18,Female,IT,8,9.98,83,94,40,55,67,99,47,59,38,37,4,72,3,2,73,1,3,0,5,48,54,45,46,56.65,0.0,Not Employed
S892,20,Male,Mechanical,3,,59,65,79,39,80,68,69,52,35,69,2,44,1,1,95,7,4,1,9,53,50,69,10,65.6,3.74,Not Employed
S246,22,Female,Mechanical,6,6.01,75,65,49,70,94,73,45,46,66,95,0,83,5,5,53,5,8,12,0,70,69,100,20,76.75,7.72,Employed
S150,20,Female,IT,5,8.45,86,79,52,54,65,97,43,86,75,52,0,81,8,3,66,6,6,6,0,77,85,59,34,70.15,3.69,Employed
S741,20,Female,IT,3,9.22,88,100,81,35,63,84,85,71,39,66,0,47,1,5,73,6,7,9,10,68,63,89,22,70.85,4.79,Employed
S729,22,Male,Mechanical,8,9.82,86,90,51,43,93,83,53,60,91,62,4,81,3,1,70,2,2,2,9,76,98,62,24,73.45,4.48,Employed
S550,20,Female,ECE,5,6.08,87,94,63,47,96,71,87,60,51,63,4,48,3,2,92,1,1,11,6,58,96,48,24,69.35,3.5,Not Employed
S071,19,Female,Mechanical,8,6.4,53,64,68,57,91,45,91,75,79,43,4,74,5,3,60,10,2,12,5,72,54,50,10,66.7,4.97,Not Employed
S641,22,Female,EEE,7,8.88,78,86,50,99,98,48,91,39,61,44,4,63,5,1,88,6,6,6,4,63,41,75,34,66.5,3.97,Not Employed
S305,21,Female,Mechanical,6,9.67,63,76,79,68,75,67,97,56,75,97,1,75,8,1,62,2,0,3,2,42,70,68,34,72.05,3.33,Employed
S357,22,Male,Mechanical,2,6.8,74,82,84,73,85,79,92,57,88,66,1,97,7,4,74,10,2,11,9,46,65,40,8,76.8,5.72,Employed
S970,18,Male,ECE,5,5.69,48,73,41,100,39,73,80,43,93,55,3,49,3,5,76,8,2,10,4,93,59,76,7,72.6,4.5,Employed
S471,22,Male,CSE,6,8.76,95,69,42,65,91,81,88,93,49,37,3,93,1,3,67,9,6,4,1,43,57,84,58,63.6,0.0,Not Employed
S707,19,Male,AI&DS,8,6.54,53,80,62,56,60,62,98,86,48,94,4,99,2,4,50,3,2,10,1,45,78,55,41,66.05,3.0,Not Employed
